10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,10792,0.00,100010101000101000000001
10792,11823,1031.00,100010111000101101000001
11823,10792,-1031.00,100010101000101000000001
10792,10795,3.00,100010101000101011000001
10795,10792,-3.00,100010101000101000000001
10792,10794,2.00,100010101000101010000001
10794,10793,-1.00,100010101000101001000001
10793,9765,-1028.00,100010011000100101000001
9765,130042,-10794.00,111111011111110100000001
130042,101258,-28784.00,111000101110001011000001
101258,74528,-26730.00,110010001100100011000001
74528,69388,-5140.00,110000111100001100000001
69388,69391,3.00,110000111100001100000001
69391,69388,-3.00,110000111100001100000001
69388,68360,-1028.00,110000101100001010000001
68360,38550,-29810.00,101001011010010101000001
38550,21073,-17477.00,100101001001010001000001
21073,127985,-24159.00,111111001111110000000001
127985,127984,-1.00,111111001111110000000001
127984,125931,-2053.00,111110101111101001000001
125931,84809,-41122.00,110100011101000100000001
84809,37523,-47286.00,101001001010010001000001
37523,39577,2054.00,101001101010011001000001
39577,39578,1.00,101001101010011010000001
39578,36495,-3083.00,101000111010001100000001
36495,112564,-55002.00,111011011110110101000001
112564,102285,-10279.00,111000111110001101000001
102285,102286,1.00,111000111110001110000001
102286,102284,-2.00,111000111110001101000001
102284,78643,-23641.00,110010111100101101000001
78643,27243,-51400.00,100110101001101001000001
27243,29296,2053.00,100111001001110000000001
29296,29296,0.00,100111001001110000000001
29296,28269,-1027.00,100110111001101100000001
28269,6683,-21586.00,100001011000010111000001
6683,98173,-39581.00,111000001110000011000001
98173,99201,1028.00,111000001110000001000001
99201,99201,0.00,111000001110000001000001
99201,96118,-3083.00,110111011101110111000001
96118,47803,-48315.00,101011101010111010000001
47803,36492,-11311.00,101000111010001101000001
36492,36495,3.00,101000111010001111000001
36495,36494,-1.00,101000111010001110000001
36494,10794,-25700.00,100010101000101000000001
10794,92004,-49861.00,110110011101100110000001
92004,92005,1.00,110110011101100101000001
92005,92005,0.00,110110011101100101000001
92005,88921,-3084.00,110101101101011001000001
88921,38549,-50372.00,101001011010010111000001
38549,36495,-2054.00,101000111010001111000001
36495,36494,-1.00,101000111010001110000001
36494,36493,-1.00,101000111010001110000001
36493,514,-35979.00,100000001000000011000001
514,105370,-26215.00,111001101110011010000001
105370,105371,1.00,111001101110011011000001
105371,105371,0.00,111001101110011011000001
105371,100228,-5143.00,111000011110000111000001
100228,44719,-55509.00,101010111010101110000001
44719,40606,-4113.00,101001111010011110000001
40606,40606,0.00,101001111010011110000001
40606,39577,-1029.00,101001101010011010000001
39577,10794,-28783.00,100010101000101011000001
10794,116678,-25187.00,111100011111000101000001
116678,117706,1028.00,111100101111001010000001
117706,117704,-2.00,111100101111001011000001
117704,104343,-13361.00,111001011110010100000001
104343,48828,-55515.00,101011101010111011000001
48828,45745,-3083.00,101011001010110010000001
45745,45745,0.00,101011001010110001000001
45745,43690,-2055.00,101010101010101010000001
43690,6683,-37007.00,100001011000010110000001
6683,106396,-31358.00,111001111110011100000001
106396,106397,1.00,111001111110011101000001
106397,106396,-1.00,111001111110011100000001
106396,90977,-15419.00,110110001101100000000001
90977,39576,-51401.00,101001101010011000000001
39576,38548,-1028.00,101001011010010101000001
38548,39578,1030.00,101001101010011010000001
39578,36494,-3084.00,101000111010001110000001
36494,114620,-52945.00,111011101110111000000001
114620,95088,-19532.00,110111001101110000000001
95088,95090,2.00,110111001101110010000001
95090,95088,-2.00,110111001101110000000001
95088,90979,-4109.00,110110001101100000000001
90979,48829,-42150.00,101011111010111100000001
48829,32383,-16446.00,100111111001111111000001
32383,32381,-2.00,100111111001111101000001
32381,31355,-1026.00,100111101001111010000001
31355,1541,-29814.00,100000001000000011000001
1541,98172,-34440.00,110111111101111110000001
98172,98175,3.00,110111111101111111000001
98175,98174,-1.00,110111111101111111000001
98174,74530,-23644.00,110010001100100000000001
74530,38548,-35982.00,101001011010010110000001
38548,39578,1030.00,101001101010011010000001
39578,39576,-2.00,101001101010011000000001
39576,26214,-13362.00,100110011001100111000001
26214,113595,-43690.00,111011101110111000000001
113595,114621,1026.00,111011111110111101000001
114621,114621,0.00,111011111110111110000001
114621,79669,-34952.00,110011001100110011000001
79669,53971,-25698.00,101101001011010010000001
53971,54999,1028.00,101101011011010111000001
54999,54998,-1.00,101101011011010110000001
54998,54998,0.00,101101011011010110000001
