starting
Enc:FUEL
42661,65279,22618.00,110000001100000001000001
65279,102284,37005.00,111000111110001100000001
102284,105368,3084.00,111001101110011000000001
105368,105370,2.00,111001101110011010000001
105370,107425,2055.00,111010001110100011000001
107425,8737,229759.00,100010001000100011000001
8737,41632,32895.00,101010011010100100000001
41632,40606,-1026.00,101001111010011110000001
40606,40606,0.00,101001111010011101000001
40606,44718,4112.00,101011001010110011000001
44718,65278,20560.00,101111111011111111000001
65278,96117,30839.00,110111011101110101000001
96117,96117,0.00,110111011101110101000001
96117,96116,-1.00,110111011101110100000001
96116,101256,5140.00,111000101110001000000001
101256,127986,26730.00,111111001111110010000001
127986,31355,227702.00,100111101001111011000001
31355,32382,1027.00,100111111001111110000001
32382,32382,0.00,100111111001111110000001
32382,26215,-6167.00,100110011001100110000001
26215,7710,-18505.00,100001101000011000000001
7710,93034,216395.00,110110101101101001000001
93034,89950,-3084.00,110101111101011111000001
89950,90976,1026.00,110110001101100000000001
90976,90978,2.00,110110001101100010000001
90978,68361,-22617.00,110000011100000111000001
68361,28268,-40093.00,100110111001101101000001
28268,28271,3.00,100110111001101111000001
28271,28268,-3.00,100110111001101100000001
28268,26214,-2054.00,100110001001100011000001
26214,9766,-16448.00,100010001000100010000001
9766,112565,233870.00,111011011110110101000001
112565,113592,1027.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113592,0.00,111011101110111000000001
113592,113593,1.00,111011101110111001000001
113593,113595,2.00,111011101110111011000001
113595,112565,-1030.00,111011011110110100000001
112565,90977,-21588.00,110110001101100000000001
90977,49857,-41120.00,101011111010111110000001
49857,39579,-10278.00,101001101010011000000001
39579,39577,-2.00,101001101010011001000001
39577,39576,-1.00,101001101010011000000001
39576,21072,-18504.00,100100111001001100000001
21072,114623,224622.00,111011101110111001000001
114623,94061,-20562.00,110110111101101100000001
94061,94061,0.00,110110111101101101000001
94061,94062,1.00,110110111101101110000001
94062,64249,-29813.00,101111011011110111000001
64249,42661,-21588.00,101010011010100110000001
42661,41632,-1029.00,101010001010100000000001
41632,41632,0.00,101010001010100000000001
41632,36494,-5138.00,101000101010001011000001
36494,129014,223591.00,111111001111110001000001
129014,99201,-29813.00,111000001110000001000001
